status,lot_no,stone_id,location,weight,shape,color,clarity,cut,polish,symmetry,rapnet_price,system_discount,system price,system amount,lab,certificate,certi_pdf_url,ratio,measurements,fluor_int,table,depth,crown_ht,crown_angle,pavilion_dep,pavilion_an,stone_type,v360,imgurl,eye_clean
Available,RPE 183 121,57066A,INDIA,5.25,Round,E,SI2,EX,EX,EX,29500,-98.5,442.5,2323.13,IGI,591325294,Click Here,0.99,10.90 x 10.98 - 6.97,None,60,63.7,15,36.7,44.5,41.8,CVD,Click Here,Click Here,NO
Available,RPE 183 121,57065A,INDIA,5.17,Round,D,VS1,EX,EX,EX,74500,-98,1490,7703.3,IGI,591371836,Click Here,1,10.98 x 11.03 - 6.82,None,56,62,16,36.3,42,40.2,CVD,Click Here,Click Here,YES
Available,RPE 183 121,57064A,INDIA,5.04,Round,F,VS2,EX,EX,EX,49000,-98.94,519.4,2617.78,IGI,591317714,Click Here,1,10.86 x 10.89 - 6.85,None,58,63,15.5,36.5,43.5,41,CVD,Click Here,Click Here,YES
Available,RPE 183 121,57068A,INDIA,5.04,Round,F,SI1,EX,EX,EX,36000,-98.8,432,2177.28,IGI,592320546,Click Here,0.99,10.90 x 10.96 - 6.83,None,58,62.5,15.5,36.5,43,40.8,CVD,Click Here,Click Here,YES
Available,RPE 183 121,57036A,INDIA,5.03,Round,E,VS2,EX,EX,EX,55500,-98.93,593.57,2985.67,IGI,591317715,Click Here,1,10.88 x 10.93 - 6.82,None,58,62.5,15.5,36.4,43,40.9,CVD,Click Here,Click Here,NO
Available,RPE 183 121,57045A,INDIA,5.01,Round,F,VS2,EX,EX,EX,49000,-98.94,521.85,2614.47,IGI,591317717,Click Here,0.99,10.82 x 10.88 - 6.75,None,60,62.2,15,36.3,43,40.8,CVD,Click Here,Click Here,YES
Available,RPE 183 121,57070A,INDIA,5.01,Round,F,SI1,ID,EX,EX,36000,-98.8,432,2164.32,IGI,593391719,Click Here,1,11.00 x 11.05 - 6.69,None,58,60.7,15,35.3,42.5,40.4,CVD,Click Here,Click Here,NO
Available,RPE 183 121,57047A,INDIA,5.01,Round,F,SI1,ID,EX,EX,36000,-98.84,418.5,2096.69,IGI,591317716,Click Here,0.99,10.85 x 10.92 - 6.74,None,56,61.8,16,35.9,42,40.1,CVD,Click Here,Click Here,YES
Available,RPE 183 121,57056A,INDIA,5.01,Round,H,VS2,EX,EX,EX,34000,-98.54,496.4,2486.96,IGI,592320548,Click Here,0.99,10.83 x 10.91 - 6.80,None,57,62.5,16,36.6,42.5,40.6,CVD,Click Here,Click Here,YES
Available,RPE 183 121,57032A,INDIA,5,Round,F,SI1,EX,EX,EX,36000,-98.75,450,2250,IGI,592320547,Click Here,0.99,10.79 x 10.88 - 6.82,None,58,62.9,15.5,36.7,43.5,41,CVD,Click Here,Click Here,YES
Available,RPE 183 121,57049A,,5,Round,G,SI1,EX,EX,VG,32000,-98.75,400,2000,IGI,592343678,Click Here,0.99,10.69 x 10.81 - 6.81,None,55,63.2,16.5,36.6,42.5,40.4,CVD,Click Here,Click Here,NO
Available,RPE 183 121,57013A,INDIA,4.6,Round,F,VS1,ID,EX,EX,42500,-99.05,403.75,1857.25,IGI,589302799,Click Here,1,10.64 x 10.69 - 6.51,None,57,61.1,16,36.2,42,40.1,CVD,Click Here,Click Here,YES
Available,RPE 12 134,60075A,,4.55,Round,E,VS1,EX,EX,EX,49000,-98.95,514.5,2340.98,IGI,598390067,Click Here,0.99,10.48 x 10.54 - 6.63,None,56,63.1,16.5,36.6,43,40.7,CVD,Click Here,Click Here,YES
Available,RPE 183 121,56984A,INDIA,4.52,Round,E,VS2,EX,EX,EX,41000,-99.05,389.5,1760.54,IGI,589302804,Click Here,0.99,10.43 x 10.49 - 6.62,None,57,63.3,16,36.4,43.5,41.1,CVD,Click Here,Click Here,NO
Available,RPE 08 130,121529A,,4.52,Round,F,VS2,EX,EX,EX,36500,-99.05,346.75,1567.31,IGI,598390052,Click Here,1,10.45 x 10.50 - 6.58,None,60,62.8,15,36.5,44,41.4,CVD,Click Here,Click Here,YES
Available,RPE 04 126,114526A,,4.51,Round,E,VS1,EX,EX,EX,49000,-95,2450,11049.5,IGI,597377200,Click Here,0.99,10.44 x 10.51 - 6.50,None,58,62,16,36.7,42.5,40.3,CVD,Click Here,Click Here,YES
Available,RPE 183 121,57024A,INDIA,4.44,Round,E,VS1,ID,EX,EX,49000,-99,490,2175.6,IGI,588358892,Click Here,0.99,10.39 x 10.46 - 6.49,None,59,62.2,15,36.1,43,40.8,CVD,Click Here,Click Here,YES
Available,RPE 183 121,57003A,INDIA,4.4,Round,F,SI1,ID,EX,EX,27500,-98.93,294.11,1294.1,IGI,591374145,Click Here,0.99,10.45 x 10.55 - 6.36,None,59,60.4,14.5,34.8,42.5,40.4,CVD,Click Here,Click Here,YES
Available,RPE 183 121,56942A,INDIA,4.29,Round,G,SI2,EX,EX,EX,20000,-98.88,224,960.96,NC,,,1,,None,,,,,,,CVD,Click Here,Click Here,NO
Available,RPE 183 121,56987A,INDIA,4.22,Round,F,VS2,EX,EX,EX,36500,-99.05,346.75,1463.29,IGI,593387986,Click Here,0.99,10.19 x 10.25 - 6.42,None,57,62.9,16,36.6,42.5,40.6,CVD,Click Here,Click Here,YES
Available,RPE 05 127,59615A,,4.16,Round,G,SI1,EX,EX,EX,24500,-98.85,281.75,1172.08,IGI,598314425,Click Here,1,10.28 x 10.31 - 6.22,None,61,60.5,14.5,36.3,42.5,40.4,CVD,Click Here,Click Here,NO
Available,RPE 04 126,119729A,INDIA,4.11,Round,E,VS1,EX,EX,EX,49000,-99,490,2013.9,IGI,597377205,Click Here,1,10.13 x 10.17 - 6.37,None,57,62.8,16,35.9,43,40.9,CVD,Click Here,Click Here,YES
Available,RPE 12 134,59997A,,4.1,Round,F,VS1,ID,EX,EX,42500,-99.03,412.25,1690.23,IGI,598390054,Click Here,1,10.14 x 10.19 - 6.36,None,57,62.5,15.5,35.4,43.5,41,CVD,Click Here,Click Here,YES
Available,ADI10,53398A,INDIA,4.1,Round,I,I2,VG,VG,VG,4100,-95.12,200.08,820.33,NC,,,,,None,63.64,60.45,0,35.31,0,40.73,CVD,Click Here,Click Here,NO
Available,RPE 183 121,56997A,INDIA,4.09,Round,E,VS1,EX,EX,EX,49000,-99,490,2004.1,IGI,589310696,Click Here,1,10.17 x 10.21 - 6.29,None,60,61.7,14.5,36.3,43,40.9,CVD,Click Here,Click Here,YES
Available,RPE 183 121,57010A,INDIA,4.09,Round,F,VS1,EX,EX,EX,42500,-99.05,403.75,1651.34,IGI,591325132,Click Here,0.99,10.18 x 10.25 - 6.22,None,61,60.8,14,35.8,42.5,40.5,CVD,Click Here,Click Here,YES
Available,RPE 04 126,115920A,INDIA,4.08,Round,E,VS1,ID,EX,EX,49000,-99,490,1999.2,IGI,598314427,Click Here,1,10.26 x 10.30 - 6.25,None,57,60.8,15.5,35.1,42.5,40.4,CVD,Click Here,Click Here,YES
Available,RPE 183 121,56956A,INDIA,4.08,Round,E,VS1,EX,EX,EX,49000,-99,490,1999.2,IGI,591390900,Click Here,1,10.10 x 10.15 - 6.38,None,58,63,15.5,36.6,43.5,41.1,CVD,Click Here,Click Here,YES
Available,RPE 183 121,57020A,INDIA,4.07,Round,E,VVS2,EX,EX,EX,55000,-98.79,664.95,2706.35,IGI,588358891,Click Here,0.99,10.11 x 10.17 - 6.31,None,57,62.1,16,36.5,42.5,40.2,CVD,Click Here,Click Here,YES
Available,RPE 04 126,118983A,INDIA,4.06,Round,E,VS1,ID,EX,EX,49000,-99,490,1989.4,IGI,597390861,Click Here,0.99,10.27 x 10.38 - 6.25,None,58,60.7,14.5,34.7,43,41,CVD,Click Here,Click Here,YES
Available,RPE 183 121,57054A,INDIA,4.06,Round,E,VS1,EX,EX,EX,49000,-99,490,1989.4,IGI,589302796,Click Here,1,10.13 x 10.17 - 6.33,None,56,62.4,16.5,36.5,42,40.3,CVD,Click Here,Click Here,YES
Available,RPE 08 130,123177A,,4.06,Round,F,VS1,EX,EX,EX,42500,-99.05,403.75,1639.23,IGI,598368885,Click Here,1,10.11 x 10.16 - 6.36,None,59,62.7,15,35.5,44,41.5,CVD,Click Here,Click Here,YES
Available,RPE 12 134,59954A,,4.06,Round,F,VS1,EX,EX,EX,42500,-99.05,403.75,1639.23,IGI,598390059,Click Here,1,10.10 x 10.15 - 6.36,None,58,62.8,15.5,36.6,43.5,41.1,CVD,Click Here,Click Here,YES
Available,RPE 183 121,57011A,INDIA,4.05,Round,E,VS2,EX,EX,EX,41000,-99.05,389.5,1577.48,IGI,589310689,Click Here,1,10.18 x 10.21 - 6.20,None,61,60.9,14,36.1,42.5,40.5,CVD,Click Here,Click Here,YES
Available,RPE 12 134,60047A,,4.04,Round,F,VS2,EX,EX,EX,36500,-99.05,346.75,1400.87,IGI,598351210,Click Here,1,10.09 x 10.13 - 6.38,None,56,63,16.5,36.7,43,40.9,CVD,Click Here,Click Here,YES
Available,RPE 12 134,59980A,,4.03,Round,F,VS1,EX,EX,EX,42500,-99.05,403.75,1627.11,IGI,598377288,Click Here,0.99,10.05 x 10.11 - 6.35,None,58,63,16,36.7,43.5,41.1,CVD,Click Here,Click Here,YES
Available,RPE 04 126,117446A,INDIA,4.02,Round,E,VS1,ID,EX,EX,49000,-99,490,1969.8,IGI,598345093,Click Here,1,10.16 x 10.21 - 6.19,None,59,60.7,14.5,35.4,42.5,40.4,CVD,Click Here,Click Here,YES
Available,RPE 08 130,120850A,,4.02,Round,F,VS1,EX,EX,EX,42500,-99.05,403.75,1623.08,IGI,598377287,Click Here,0.99,10.03 x 10.13 - 6.29,None,59,62.2,15,36.7,43,40.9,CVD,Click Here,Click Here,YES
Available,RPE 08 130,119028A,,4.02,Round,F,VS1,EX,EX,EX,42500,-99.05,403.75,1623.08,IGI,598390066,Click Here,1,10.08 x 10.11 - 6.36,None,55,63,16.5,36.6,43,40.7,CVD,Click Here,Click Here,YES
Available,RPE 183 121,57022A,,4.02,Round,G,SI1,EX,EX,EX,24500,-98.95,257.25,1034.15,IGI,591369397,Click Here,0.99,10.06 x 10.12 - 6.35,None,57,63,15,35.2,44,41.4,CVD,Click Here,Click Here,NO
Available,RPE 183 121,57017A,INDIA,4.01,Round,E,VS2,ID,EX,EX,41000,-99.05,389.5,1561.9,IGI,591390899,Click Here,1,10.12 x 10.17 - 6.27,None,56,61.7,15,34.5,42.5,40.5,CVD,Click Here,Click Here,YES
Available,RPE 08 130,121134A,,4.01,Round,F,VS1,EX,EX,EX,42500,-99.05,403.75,1619.04,IGI,598390070,Click Here,0.99,10.05 x 10.11 - 6.31,None,56,62.6,16.5,36.6,42.5,40.5,CVD,Click Here,Click Here,YES
Available,RPE 183 121,56943A,INDIA,4.01,Round,G,I1,EX,EX,VG,9500,-97.53,234.65,940.95,NC,,,1.01,10.14 x 10.08 - 6.33,None,58.59,62.6,0,34.92,0,41.46,CVD,Click Here,Click Here,NO
Available,RPE 183 121,56964A,INDIA,4,Round,E,VS2,EX,EX,EX,41000,-99.05,389.5,1558,IGI,591336891,Click Here,0.99,10.36 x 10.42 - 6.11,None,61,58.8,12,32.3,43.5,41,CVD,Click Here,Click Here,YES
Available,RPE 183 121,56977A,INDIA,4,Round,E,VS2,EX,EX,EX,41000,-99.05,389.5,1558,IGI,591316710,Click Here,0.99,9.97 x 10.05 - 6.36,None,59,63.5,15,36.4,44.5,41.7,CVD,Click Here,Click Here,NO
Available,RPE 183 121,57051A,INDIA,4,Round,E,VS2,EX,EX,EX,41000,-99.05,389.5,1558,IGI,588355753,Click Here,1,10.08 x 10.12 - 6.32,None,57,62.6,15.5,35.9,43,40.9,CVD,Click Here,Click Here,YES
Available,RPE 183 121,57028A,INDIA,4,Round,E,VS2,EX,EX,EX,41000,-99.05,389.5,1558,IGI,591369396,Click Here,1,10.13 x 10.17 - 6.29,None,56,62,16.5,36.5,42.5,40.4,CVD,Click Here,Click Here,YES
Available,RPE 183 121,57005A,INDIA,4,Round,E,VS2,VG,EX,EX,41000,-99.05,389.5,1558,IGI,591374144,Click Here,1,10.27 x 10.32 - 6.14,None,63,59.7,11.5,32.4,44.5,41.7,CVD,Click Here,Click Here,YES
Available,RPE 183 121,56975A,INDIA,4,Round,E,SI2,EX,EX,EX,24000,-98.65,324,1296,IGI,591325293,Click Here,0.99,9.95 x 10.03 - 6.34,None,58,63.5,15.5,36.6,43.5,41,CVD,Click Here,Click Here,YES
Available,RPE 183 121,56947A,,3.77,Round,E,VS2,EX,EX,EX,30000,-98.9,330,1244.1,IGI,598390051,Click Here,1,9.87 x 9.91 - 6.24,None,56,63.1,16.5,36.3,43.5,41.1,CVD,Click Here,Click Here,YES
Available,ADI10,53457A,INDIA,3.56,Round,G,VS2,EX,EX,EX,24000,-98.93,256.68,913.78,IGI,567368077,Click Here,1,9.66 x 9.69 - 6.10,None,56.5,63.1,16,36.4,43,40.7,CVD,Click Here,Click Here,YES
Available,RPE 5201 174,57465A,,3.51,Round,FANCY BLUE,VS2,EX,EX,EX,0,0,450,1579.5,IGI,593370522,Click Here,1,9.65 x 9.69 - 6.00,None,57,62,16,36.4,42.5,40.3,CVD,Click Here,Click Here,YES
Available,ADI14,56279A,INDIA,3.5,Round,G,VS1,EX,EX,VG,28000,-98.9,308,1078,IGI,582351276,Click Here,0.99,9.61 x 9.68 - 6.00,None,56,62.1,16.5,36.4,42,40.1,CVD,Click Here,Click Here,YES
Available,ADI14,56289A,INDIA,3.41,Round,H,VS1,EX,EX,EX,23500,-98.85,270.25,921.55,IGI,582377162,Click Here,0.99,9.54 x 9.62 - 5.93,None,56,61.9,16,36.3,42,40.2,CVD,Click Here,Click Here,YES
Available,ADI11,53897A,INDIA,3.4,Round,H,VS1,EX,EX,EX,23500,-98.85,270.25,918.85,IGI,567368072,Click Here,0.99,9.60 x 9.66 - 5.79,None,62.5,60,13.5,35.7,42,40.2,CVD,Click Here,Click Here,YES
Available,ADI10,53388A,INDIA,3.34,Round,G,VS1,EX,EX,EX,28000,-99.02,273.42,913.22,IGI,567350409,Click Here,0.99,9.64 x 9.69 - 5.70,None,63,59,12.5,34.3,42,40.3,CVD,Click Here,Click Here,YES
Available,RPE 04 126,123493A,INDIA,3.33,Round,F,VS1,EX,EX,EX,32500,-99,325,1082.25,IGI,597377193,Click Here,0.99,9.40 x 9.45 - 5.94,None,61,63,14.5,36.3,44.5,41.7,CVD,Click Here,Click Here,YES
Available,RPE 08 130,122043A,INDIA,3.19,Round,E,VS1,EX,EX,EX,36500,-99.02,357.7,1141.06,IGI,598345094,Click Here,0.99,9.27 x 9.33 - 5.90,None,57,63.4,16,36.7,43.5,41.2,CVD,Click Here,Click Here,YES
Available,RPE 183 121,56933A,INDIA,3.18,Round,E,SI2,EX,EX,EX,18500,-98.8,222,705.96,IGI,591325292,Click Here,0.99,9.29 x 9.35 - 5.82,None,58,62.4,15.5,36.5,43,40.8,CVD,Click Here,Click Here,NO
Available,RPE 07 129,R114532A,INDIA,3.16,Round,E,VS1,ID,EX,EX,36500,-98.95,383.25,1211.07,IGI,598345100,Click Here,1,9.41 x 9.45 - 5.73,None,58,60.8,14.5,34.5,42.5,40.6,CVD,Click Here,Click Here,YES
Available,RPE 07 129,R103432A,,3.12,Round,E,SI1,EX,EX,EX,22000,-98.93,235.4,734.45,IGI,598368886,Click Here,0.99,9.42 x 9.47 - 5.70,None,61,60.3,12.5,33,44.5,41.6,CVD,Click Here,Click Here,YES
Available,RPE 183 121,57063A,INDIA,3.1,Round,F,SI1,ID,EX,EX,20000,-98.9,219.48,680.39,IGI,591325131,Click Here,0.99,9.41 x 9.50 - 5.65,None,57,59.8,14,32.9,42,40.2,CVD,Click Here,Click Here,YES
Available,RPE 08 130,120991A,,3.05,Round,F,VS2,ID,EX,EX,27500,-98.9,302.5,922.63,IGI,598390069,Click Here,0.99,9.22 x 9.29 - 5.75,None,58,62.2,15,35.7,43.5,41.1,CVD,Click Here,Click Here,YES
Available,RPE 05 127,59636A,INDIA,3.03,Round,E,VS1,EX,EX,EX,36500,-99.02,356.42,1079.96,IGI,598314426,Click Here,1,9.31 x 9.35 - 5.62,None,62,60.3,14,36.1,43.5,41,CVD,Click Here,Click Here,YES
Available,RPE 07 129,R116150A,,3.02,Round,E,VS2,EX,EX,EX,30000,-98.9,330,996.6,IGI,598390061,Click Here,1,9.15 x 9.17 - 5.79,None,57,63.2,16,36.6,43.5,41.1,CVD,Click Here,Click Here,YES
Available,RPE 04 126,120255A,INDIA,3.01,Round,E,SI1,EX,EX,EX,22000,-98.9,242,728.42,IGI,598315985,Click Here,0.99,9.14 x 9.20 - 5.74,None,56,62.6,16,36.3,42.5,40.5,CVD,Click Here,Click Here,YES
Available,RPE 08 130,119930A,,3,Round,E,VS1,EX,EX,EX,36500,-98.95,383.25,1149.75,IGI,598368889,Click Here,0.99,9.11 x 9.16 - 5.76,None,59,63.1,15.5,36.6,43.5,41.3,CVD,Click Here,Click Here,YES
Available,RPE 07 129,R114693A,,3,Round,E,VS1,EX,EX,EX,36500,-98.95,383.25,1149.75,IGI,598351212,Click Here,1,9.17 x 9.21 - 5.70,None,61,62.1,14,35.6,44.5,41.7,CVD,Click Here,Click Here,YES
Available,RPE 07 129,R115730A,,3,Round,E,VS1,EX,EX,EX,36500,-98.95,383.25,1149.75,IGI,598351211,Click Here,1,9.15 x 9.19 - 5.73,None,56,62.5,16.5,36.5,42.5,40.4,CVD,Click Here,Click Here,YES
Available,ADI20,56631A,INDIA,2.53,Round,H,VS1,EX,EX,EX,14500,-98.58,206.63,522.76,IGI,587307967,Click Here,1,8.84 x 8.88 - 5.30,None,62,59.9,12,32.3,44,41.6,CVD,Click Here,Click Here,YES
Available,RPE 12 134,59966A,,2.5,Round,E,VS1,EX,EX,EX,21000,-98.5,315,787.5,IGI,598390077,Click Here,1,8.80 x 8.82 - 5.25,None,62,59.6,12,32.6,44,41.3,CVD,Click Here,Click Here,YES
Available,ADI18,54731A,INDIA,2.5,Round,G,VS2,EX,EX,EX,15000,-98.61,209.25,523.13,IGI,571310008,Click Here,1,8.63 x 8.67 - 5.43,None,55.5,62.8,16.5,36.5,43,40.7,CVD,Click Here,Click Here,YES
Available,ADI20,56566A,INDIA,2.5,Round,H,VS2,EX,EX,VG,13000,-98.46,200.2,500.5,NC,,,1,8.75 x 8.71 - 5.32,None,60.23,60.93,0,33.47,0,41.32,CVD,,,YES
Available,ADI17,54989A,INDIA,2.48,Round,G,VS1,EX,EX,EX,17000,-98.62,234.6,581.81,IGI,574338598,Click Here,1,8.64 x 8.68 - 5.36,None,55.5,62,16.5,36.3,42,40.2,CVD,Click Here,Click Here,YES
Available,ADI20,56578A,INDIA,2.41,Round,H,VS1,ID,EX,EX,14500,-98.63,199.38,480.49,IGI,587307968,Click Here,1,8.58 x 8.61 - 5.26,None,57,61.2,16,36,42,40.1,CVD,Click Here,Click Here,YES
Available,ADI18,54682A,INDIA,2.33,Round,G,VS1,EX,EX,EX,18000,-98.55,261,608.13,IGI,570374792,Click Here,0.99,8.42 x 8.48 - 5.21,None,56,61.6,15,34.7,42,40.1,CVD,Click Here,Click Here,YES
Available,ADI14,56333A,INDIA,2.28,Round,H,VVS2,EX,EX,EX,16000,-98.62,220.8,503.42,IGI,583317108,Click Here,0.99,8.31 x 8.37 - 5.22,None,56,62.4,16.5,36.4,42.5,40.3,CVD,Click Here,Click Here,YES
Available,RPE 5201 174,57492A,INDIA,2.26,Round,G,VS1,EX,EX,EX,17000,-98.62,234.6,530.2,IGI,593388011,Click Here,0.99,8.32 x 8.37 - 5.23,None,59,62.7,15,36.2,44,41.4,CVD,Click Here,Click Here,YES
Available,RPE 04 126,124027A,INDIA,2.24,Round,E,VS1,ID,EX,EX,21000,-98.62,289.8,649.15,IGI,597377226,Click Here,1,8.33 x 8.37 - 5.19,None,57,62.2,14.5,34.5,43.5,41.1,CVD,Click Here,Click Here,YES
Available,RPE-86-2827-14,52459,INDIA,2.24,Round,E,VS2,EX,EX,EX,19000,-98.55,275.15,616.34,IGI,559272515,Click Here,1,8.32 x 8.35 - 5.20,None,56,62.3,16,36.4,42.5,40.3,CVD,Click Here,Click Here,YES
Available,RPE 08 130,121745B,,2.19,Round,F,VS1,EX,EX,EX,19500,-98.65,263.25,576.52,IGI,598368900,Click Here,1,8.40 x 8.43 - 5.01,None,61,59.6,13,33.2,43,40.7,CVD,Click Here,Click Here,YES
Available,ADI14,56301A,INDIA,2.17,Round,G,VS1,EX,EX,EX,17000,-98.62,234.6,509.08,IGI,584362887,Click Here,1,8.21 x 8.25 - 5.13,None,56,62.4,16.5,36.4,42,40.2,CVD,Click Here,Click Here,YES
Available,RPE 183 121,56948A,INDIA,2.14,Round,D,VS2,EX,EX,EX,19500,-98.14,362.7,776.18,IGI,589380563,Click Here,1,8.15 x 8.19 - 5.13,None,60,62.8,14.5,35.8,44.5,41.6,CVD,Click Here,Click Here,YES
Available,RPE 04 126,115049A,INDIA,2.11,Round,E,VS1,ID,EX,EX,21000,-98.62,289.8,611.48,IGI,598314435,Click Here,0.99,8.15 x 8.20 - 5.06,None,59,61.9,14.5,35.9,43.5,40.9,CVD,Click Here,Click Here,YES
Available,RPE 09 131,59797A,,2.11,Round,E,VS1,ID,EX,EX,21000,-96,840,1772.4,IGI,600316062,Click Here,0.99,8.21 x 8.26 - 5.07,None,58,61.6,13.5,32.9,44,41.6,CVD,Click Here,Click Here,YES
Available,RPE 08 130,121915A,,2.08,Round,F,VS1,EX,EX,EX,19500,-96,780,1622.4,IGI,598368903,Click Here,0.99,8.23 x 8.28 - 4.99,None,62,60.3,12.5,33,44.5,41.7,CVD,Click Here,Click Here,YES
Available,RPE 183 121,56948B,INDIA,2.07,Round,E,SI1,EX,EX,EX,14100,-98.4,225.6,466.99,IGI,591369446,Click Here,1,8.31 x 8.34 - 4.94,None,62,59.4,12,32.3,44,41.6,CVD,Click Here,Click Here,YES
Available,ADI20,56518A,INDIA,2.05,Round,I,VS1,EX,EX,EX,11700,-98.45,181.35,371.77,NC,,,1,8.32 x 8.28 - 4.81,None,61.77,57.96,0,33.03,0,40.17,CVD,Click Here,Click Here,YES
Available,RPE 08 130,118801B,,2.04,Round,E,SI1,EX,EX,EX,14100,-98.5,211.5,431.46,IGI,598351230,Click Here,1,8.26 x 8.30 - 4.93,None,61,59.5,12.5,32.6,44,41.5,CVD,Click Here,Click Here,NO
Available,ADI20,56606A,INDIA,2.02,Round,D,VS2,EX,EX,EX,19500,-98.14,362.7,732.65,IGI,589385999,Click Here,0.99,7.97 x 8.03 - 5.00,None,58,62.4,15.5,36.4,42.5,40.6,CVD,Click Here,Click Here,YES
Available,RPE 08 130,121761A,,2.02,Round,G,VS1,ID,EX,EX,17000,-98.55,246.5,497.93,IGI,598390078,Click Here,1,8.02 x 8.05 - 5.00,None,58,62.2,14.5,34.4,43.5,41.1,CVD,Click Here,Click Here,YES
Available,ADI10,53425A,INDIA,2.01,Round,Fancy Vivid Blue,SI1,VG,EX,EX,0,0,416.67,837.5,IGI,585335494,Click Here,1,8.22 x 8.26 - 4.73,None,66,57.4,11.5,34.2,42,40.1,CVD,Click Here,Click Here,YES
Available,ADI14,56044A,INDIA,2,Round,D,VS2,EX,EX,EX,19500,-98.11,368.55,737.1,IGI,585307687,Click Here,1,8.16 x 8.20 - 4.80,None,61,58.7,13,33.9,42,40.1,CVD,Click Here,Click Here,YES
Available,1,106,INDIA,2,Round,E,SI1,EX,EX,EX,14100,-95.75,599.25,1198.5,IGI,591369448,Click Here,0.99,8.14 x 8.22 - 4.92,None,61,60.1,12.5,32.4,44.5,41.7,CVD,,,
Available,RPE 04 126,114135A,INDIA,2,Round,E,SI1,EX,EX,EX,14100,-98.4,225.6,451.2,IGI,598314447,Click Here,1,8.00 x 8.04 - 5.05,None,58,62.9,15,35,44,41.6,CVD,Click Here,Click Here,NO
Available,ADI12,54301A,INDIA,2,Round,G,VS2,VG,VG,VG,15000,-98.45,232.5,465,NC,,,1.01,8.04 x 7.99 - 4.91,None,58.56,61.28,0,36.43,0,39.83,CVD,,,YES
Available,ADI20,56527A,INDIA,2,Round,H,VS1,VG,VG,EX,14500,-98.4,232,464,NC,,,1.01,8.07 x 8.01 - 4.96,None,56.91,61.69,0,36.59,0,40.19,CVD,,,YES
Available,ADI17,55086A,INDIA,1.89,Round,G,VS1,EX,EX,EX,11700,-98.33,195.86,370.17,IGI,575399101,Click Here,1,8.06 x 8.09 - 4.67,None,62,57.8,12.5,33,42,40.1,CVD,Click Here,Click Here,YES
Available,ADI17,54886A,INDIA,1.87,Round,H,VS1,EX,EX,EX,10200,-98.2,183.6,343.33,IGI,572368198,Click Here,0.99,7.97 x 8.03 - 4.72,None,61.5,59,12.5,32.6,42.5,40.5,CVD,Click Here,Click Here,YES
Available,ADI20,56460A,INDIA,1.75,Round,H,VVS2,EX,EX,EX,11000,-98,220,385,IGI,586376640,Click Here,0.99,7.65 x 7.73 - 4.71,None,61,61.4,14.5,36.4,42.5,40.5,CVD,Click Here,Click Here,YES
Available,RP-KR-33,24453,INDIA,1.7,Round,G,VS1,EX,EX,EX,11700,-98.33,195.86,332.96,IGI,570362568,Click Here,0.99,7.52 x 7.58 - 4.76,None,60.5,63,14.5,36.4,44.5,41.6,CVD,Click Here,Click Here,
Available,RPE 1527B 83,58275A,INDIA,1.64,Round,E,VS1,EX,EX,EX,14500,-98.25,253.75,416.15,IGI,598316001,Click Here,1,7.50 x 7.51 - 4.73,None,57,63,15,34.6,44.5,41.7,CVD,Click Here,Click Here,YES
Available,RPE 5201 174,57410A,INDIA,1.63,Round,G,VS1,EX,EX,EX,11700,-98.25,204.75,333.74,IGI,589310688,Click Here,0.99,7.46 x 7.51 - 4.69,None,57,62.7,16,36.5,43,40.7,CVD,Click Here,Click Here,YES
Available,RPE 08 130,118824B,,1.54,Round,D,VS1,ID,EX,EX,15800,-98,316,486.64,IGI,598390075,Click Here,0.99,7.38 x 7.43 - 4.52,None,60,61,13.5,33.6,43.5,41.2,CVD,Click Here,Click Here,YES
Available,ADI19,55624A,INDIA,1.51,Round,E,SI1,EX,EX,EX,9900,-98.2,178.2,269.08,IGI,588355741,Click Here,0.99,7.35 x 7.39 - 4.49,None,62,60.9,12.5,33.7,44.5,41.7,CVD,Click Here,Click Here,YES
Available,ADI20,56681A,INDIA,1.5,Round,H,VS1,EX,EX,EX,10200,-98,204,306,NC,,,1.01,7.32 x 7.28 - 4.51,None,0,61.71,0,0,0,0,CVD,Click Here,Click Here,
Available,RPE 1527B 83,58281A,INDIA,1.37,Round,F,VS1,EX,EX,EX,9600,-97.75,216,295.92,IGI,598345123,Click Here,0.99,7.05 x 7.09 - 4.45,None,56,63,15.5,34.7,44,41.4,CVD,Click Here,Click Here,YES
Available,RPE 5201 174F,58540A,,1.34,Round,E,VS1,ID,EX,EX,10300,-97.75,231.75,310.55,IGI,598351233,Click Here,1,7.06 x 7.09 - 4.36,None,59,61.6,13.5,34,44,41.5,CVD,Click Here,Click Here,YES
Available,RP-KR-18,19188,INDIA,1.29,Round,H,VS1,EX,EX,EX,7300,-97.53,180.31,232.6,NC,,,1,6.97 x 6.95 - 4.31,,56.84,61.83,14.68,34.39,43.35,40.99,,Click Here,Click Here,YES
Available,RPE 5201 174E,58375A,INDIA,1.17,Round,G,VS2,EX,EX,EX,7300,-97.5,182.5,213.53,IGI,598316002,Click Here,0.99,6.66 x 6.71 - 4.21,None,58,63,15,36.1,44,41.5,CVD,Click Here,Click Here,YES
Available,RPE 5201 174E,58353A,INDIA,1.16,Round,E,VS1,EX,EX,EX,10300,-97.65,242.05,280.78,IGI,597390864,Click Here,1,6.81 x 6.83 - 4.06,None,58,59.5,13.5,32.7,42.5,40.4,CVD,Click Here,Click Here,
