status,lot_no,stone_id,location,weight,shape,color,clarity,cut,polish,symmetry,rapnet_price,system_discount,system price,system amount,lab,certificate,certi_pdf_url,ratio,measurements,fluor_int,table,depth,crown_ht,crown_angle,pavilion_dep,pavilion_an,stone_type,v360,imgurl,eye_clean
Available,ADI19,55732B,INDIA,1,Emerald,E,VS2,VG,VG,VG,7000,-97.25,192.5,192.5,NC,,,1.5,7.08 x 4.73 x 3.20,None,67.74,69.24,0,49.24,0,56.24,CVD,Click Here,Click Here,YES
Available,ADI20,56385A,INDIA,1,Emerald,E,SI1,VG,VG,VG,5400,-97,162,162,NC,,,1.59,7.22 x 4.53 x 3.01,None,70.47,66.46,0,47.58,0,57.19,CVD,Click Here,Click Here,NO
Available,ADI16,54623A,INDIA,1,Emerald,F,VS1,,EX,VG,7500,-97.25,206.25,206.25,IGI,573379075,Click Here,1.5,6.87 x 4.59 x 3.08,None,69.5,67.1,11.5,36,48,36.5,CVD,Click Here,Click Here,YES
Available,RPE 5201 174,57347A,INDIA,1,Emerald,F,VS2,VG,VG,VG,6700,-97.13,192.29,192.29,NC,,,1.4,6.60 x 4.72 x 3.17,None,63.63,67.2,0,47.64,0,57.77,CVD,Click Here,Click Here,YES
Available,ADI15,53468A,INDIA,1,Emerald,G,VVS2,EX,EX,EX,7300,-97.25,200.75,200.75,IGI,571386272,Click Here,1.54,7.16 x 4.66 x 2.78,None,76,59.7,9.5,33.8,44,40,CVD,Click Here,Click Here,YES
Available,RPE-MRE,MRE-1005,INDIA,1,Emerald,G,VS1,,EX,VG,7000,-97.29,189.7,189.7,NC,,,1.39,6.46 x 4.66 x 3.33,,68.11,71.54,15.23,50.08,53.46,61.04,,Click Here,Click Here,YES
Available,RPE 1339 259,57689A,INDIA,1,Emerald,G,VS1,EX,EX,EX,7000,-97.17,198.1,198.1,NC,,,1.57,7.34 x 4.69 x 2.96,None,65.89,63.14,0,43.48,0,58.85,CVD,Click Here,Click Here,YES
Available,RPE 5201 174D,58101A,INDIA,1,Emerald,G,VS1,EX,EX,VG,7000,-97.17,198.1,198.1,NC,,,1.5,6.84 x 4.56 x 3.08,None,60.4,67.57,0,48.59,0,56.99,CVD,Click Here,Click Here,YES
Available,RPE 5201 174C,57514A,INDIA,1,Emerald,G,VS2,EX,EX,EX,6400,-97,192,192,NC,,,1.52,7.21 x 4.73 x 2.86,None,72.17,60.34,0,47.62,0,56.22,CVD,Click Here,Click Here,YES
Available,ADI16,54421A,INDIA,1,Emerald,G,VS2,EX,EX,EX,6400,-97.12,184.32,184.32,NC,,,,*2.912,None,58.45,62.68,0,40.7,0,56.22,CVD,Click Here,Click Here,YES
Available,ADI16,54434A,INDIA,1,Emerald,G,VS2,EX,EX,EX,6400,-97.12,184.32,184.32,NC,,,,*3.275,None,73.45,71.13,0,45.77,0,55.03,CVD,Click Here,Click Here,YES
Available,ADI19A,55956A,INDIA,1,Emerald,G,VS2,EX,EX,EX,6400,-97,192,192,NC,,,1.46,7.01 x 4.80 x 3.07,None,68.84,63.97,0,47.12,0,55.64,CVD,Click Here,Click Here,YES
Available,RPE 5201 174C,57575A,INDIA,1,Emerald,G,VS2,VG,VG,VG,6400,-97,192,192,NC,,,1.52,7.15 x 4.70 x 3.00,None,58.96,63.87,0,43.13,0,54.74,CVD,Click Here,Click Here,YES
Available,RPE 1527A 83,57914A,INDIA,1,Emerald,J,VS2,EX,EX,EX,3900,-96.66,130.26,130.26,NC,,,1.5,7.13 x 4.76 x 2.84,None,72.89,59.59,0,45.7,0,57.62,CVD,Click Here,Click Here,YES
Available,RPE 5201 174D,57957A,INDIA,1,Emerald,K,VS1,EX,EX,EX,3300,-96.05,130.35,130.35,NC,,,1.02,9.71 x 9.49 x 5.84,None,0,60.46,0,34.5,0,39.46,CVD,Click Here,Click Here,YES
Available,RP-KR-16,17873,INDIA,0.96,Emerald,H,VS1,,EX,EX,4800,-96.25,180,172.8,IGI,547264164,Click Here,1.48,6.77 x 4.58 x 3.00,None,62,65.5,14.5,34.7,46,37.6,CVD,Click Here,Click Here,YES
Available,RP-KR-16,17822,INDIA,0.96,Emerald,H,VS2,,EX,EX,4400,-96.25,165,158.4,IGI,550256930,Click Here,1.48,7.13 x 4.81 x 2.85,None,67.5,59.3,13.5,40.2,42,,CVD,Click Here,Click Here,YES
Available,RPE-CT-B-32,50196,INDIA,0.95,Emerald,E,VS2,,EX,EX,5200,-96.25,195,185.25,IGI,532256737,Click Here,1.31,6.03 x 4.61 x 3.49,None,72,75.7,11.5,27.2,61,46.6,CVD,Click Here,Click Here,YES
Available,NRF09,52860A,INDIA,0.94,Emerald,G,VS1,,EX,EX,5200,-96.25,195,183.3,IGI,571320874,Click Here,1.4,6.75 x 4.83 x 3.05,None,59,63.1,13,29.4,47,40.1,CVD,Click Here,Click Here,YES
Available,ADI11,53935B,INDIA,0.92,Emerald,F,VS1,,EX,EX,5500,-96.25,206.25,189.75,IGI,572339623,Click Here,1.38,6.58 x 4.76 x 3.01,None,68.5,63.2,11,31,49,40.6,CVD,Click Here,Click Here,YES
Available,RPE-17,10039,INDIA,0.92,Emerald,H,VS2,,EX,EX,4400,-96.25,165,151.8,IGI,508129061,Click Here,1.33,6.22 x 4.67 x 3.24,None,63,69.4,15.5,24.4,48,38.4,CVD,Click Here,Click Here,YES
Available,RPE 5201 174,57493A,INDIA,0.91,Emerald,E,VVS2,,EX,EX,6300,-96.25,236.25,214.99,IGI,593378952,Click Here,1.35,6.35 x 4.71 x 3.13,None,67,66.5,15,41.9,46.5,39.8,CVD,Click Here,Click Here,YES
Available,RPE-58-454-40,44950,INDIA,0.91,Emerald,E,VS1,,EX,EX,5800,-96.25,217.5,197.93,IGI,538285651,Click Here,1.3,6.00 x 4.61 x 3.15,None,67,68.3,13,21.9,48.5,39,CVD,Click Here,Click Here,YES
Available,NRF09,53087A,INDIA,0.91,Emerald,E,VS1,,EX,EX,5800,-96.25,217.5,197.93,IGI,574322245,Click Here,1.5,6.96 x 4.65 x 2.71,None,68,58.3,31.9,11,40.5,36.5,CVD,Click Here,Click Here,YES
Available,ADI19,55652A,INDIA,0.91,Emerald,E,VS1,,EX,EX,5800,-96.25,217.5,197.93,IGI,573317334,Click Here,1.35,6.32 x 4.68 x 3.23,None,63.5,69,13,34.1,52,41.5,CVD,Click Here,Click Here,YES
Available,NRF09,52762A,INDIA,0.91,Emerald,F,VS1,,EX,EX,5500,-96.25,206.25,187.69,IGI,574322244,Click Here,1.56,6.95 x 4.45 x 2.92,None,57,65.6,33.9,16,44.5,36.1,CVD,Click Here,Click Here,YES
Available,NRF09,52889A,INDIA,0.91,Emerald,G,VS1,EX,EX,EX,5200,-97.6,124.8,113.57,NC,,,,*3.156,None,68.74,67.68,0,49.99,0,57.82,CVD,Click Here,Click Here,YES
Available,RPE-59-59,45059,INDIA,0.9,Emerald,E,VS2,,EX,EX,5200,-96.25,195,175.5,IGI,523278834,Click Here,1.35,6.13 x 4.53 x 3.29,None,59.5,61.4,15,36.8,42.5,40.3,CVD,Click Here,Click Here,YES
Available,RP-KR-18,19184,INDIA,0.9,Emerald,F,VS2,,EX,EX,5000,-96.25,187.5,168.75,IGI,546205612,Click Here,1.52,6.87 x 4.53 x 2.88,None,65,63.6,12.5,35.5,49,36.5,CVD,Click Here,Click Here,YES
Available,RPE-59-59,44996,INDIA,0.9,Emerald,G,VS2,,EX,VG,4800,-96.25,180,162,IGI,523278833,Click Here,1.45,6.23 x 4.31 x 3.27,None,55.5,62.5,15.5,35.2,43,40.6,CVD,Click Here,Click Here,YES
Available,ADI19A,55917B,INDIA,0.78,Emerald,E,VVS1,,EX,EX,5300,-92,424,330.72,IGI,593378951,Click Here,1.38,6.00 x 4.36 x 2.96,None,66,67.9,13.5,30.9,51,41.9,CVD,Click Here,Click Here,YES
Available,ADI16,54554B,INDIA,0.77,Emerald,E,VS2,,EX,EX,4200,-94.5,231,177.87,IGI,577382952,Click Here,1.52,6.50 x 4.28 x 2.75,None,61,64.3,16,34.9,44,38.1,CVD,Click Here,Click Here,YES
Available,NRF09,52822A,INDIA,0.74,Emerald,F,VS1,,EX,EX,4500,-95,225,166.5,IGI,574322241,Click Here,1.44,6.22 x 4.31 x 2.92,None,65,67.7,38,15,50,37.3,CVD,Click Here,Click Here,YES
Available,ADI15,53797A,INDIA,0.71,Emerald,E,VVS2,,VG,EX,5000,-94.79,260.5,184.96,IGI,577382961,Click Here,1.56,6.57 x 4.20 x 2.55,None,64,60.7,12.5,31.3,46.5,40,CVD,Click Here,Click Here,YES
Available,RPE-60,45013,INDIA,0.71,Emerald,G,VS2,,EX,EX,3700,-94.79,192.77,136.87,IGI,512234709,Click Here,1.4,5.89 x 4.20 x 2.85,None,67,67.9,11.5,26.2,52.5,39.7,CVD,Click Here,Click Here,YES
Available,ADI16,54549B,INDIA,0.7,Emerald,E,VS1,,EX,EX,4700,-95,235,164.5,IGI,577382954,Click Here,1.45,5.83 x 4.02 x 2.88,None,68,71.6,14,40.5,50.5,40.7,CVD,Click Here,Click Here,YES
Available,RPE-58,44954,INDIA,0.7,Emerald,E,SI1,,EX,VG,3400,-91,306,214.2,IGI,517216104,Click Here,1.46,6.16 x 4.23 x 2.78,None,58,65.7,15,27.5,47.5,40.1,CVD,Click Here,Click Here,YES
Available,NRF09,53028A,INDIA,0.68,Emerald,F,VS1,,EX,EX,2900,-90.1,287.1,195.23,IGI,570374755,Click Here,1.37,5.73 x 4.17 x 2.79,None,69,66.9,12.5,38,49.5,40.3,CVD,Click Here,Click Here,YES
Available,RP-KR-17,18391,INDIA,0.68,Emerald,H,VS1,,EX,EX,2500,-90,250,170,IGI,547264168,Click Here,1.37,5.79 x 4.23 x 2.77,None,66.5,65.5,12,32.6,47.5,39.1,CVD,Click Here,Click Here,YES
Available,NRF09,53001A,INDIA,0.62,Emerald,F,VS1,,EX,EX,2900,-90.1,287.1,178,IGI,570374760,Click Here,1.37,5.46 x 3.99 x 2.78,None,64.5,69.7,12,31.6,51.5,41.6,CVD,Click Here,Click Here,YES
Available,NRF09,53012A,INDIA,0.6,Emerald,F,VS1,,VG,VG,2900,-90.1,287.1,172.26,IGI,570374757,Click Here,1.59,6.30 x 3.97 x 2.45,None,60,61.7,14,31.6,43,38.3,CVD,Click Here,Click Here,YES
Available,NRF09,53026A,INDIA,0.59,Emerald,F,VVS2,,EX,VG,3000,-88,360,212.4,IGI,570374759,Click Here,1.56,6.19 x 3.98 x 2.41,None,65,60.6,13,31,43.5,35.2,CVD,Click Here,Click Here,YES
Available,RPE 1527A 83,57913A,INDIA,0.58,Emerald,D,VS2,,EX,EX,3000,-90,300,174,IGI,598314458,Click Here,1.47,5.73 x 3.89 x 2.58,None,57,66.3,16,38.7,44.5,37.9,CVD,Click Here,Click Here,YES
Available,RPE 1527A 83,57947A,INDIA,0.53,Emerald,H,VVS1,,EX,EX,2800,-92,224,118.72,IGI,595374017,Click Here,1.48,5.59 x 3.77 x 2.51,None,62,66.6,14.5,37.2,48.5,40,CVD,Click Here,Click Here,YES
Available,NRF09,52960A,INDIA,0.51,Emerald,E,VS2,,VG,EX,2800,-90.11,276.92,141.23,IGI,571378916,Click Here,1.31,5.13 x 3.91 x 2.63,None,56,67.3,15,34,47.5,41.1,CVD,Click Here,Click Here,YES
Available,RPE 5201 174,57397A,INDIA,1.03,Heart,D,VVS2,,EX,EX,9400,-97.05,277.3,285.62,IGI,591316737,Click Here,0.91,6.41 x 7.01 x 4.02,None,61,57.3,12.5,32.5,42.5,39.4,CVD,Click Here,Click Here,YES
Available,RPE-TE-A-654-75,219066-006,INDIA,5.41,Marquise,G,VS1,,EX,EX,45000,-98.25,787.5,4260.38,IGI,555272216,Click Here,1.98,17.24 x 8.69 x 5.87,None,64,67.5,14,37.6,47,42.2,CVD,Click Here,Click Here,YES
Available,RPE-TE-A-653-76,111095-008,INDIA,5.03,Marquise,G,VS1,,EX,EX,45000,-98.25,787.5,3961.13,IGI,551216322,Click Here,2.09,17.77 x 8.52 x 5.52,None,53,64.8,16.5,35.5,40.5,38,CVD,Click Here,Click Here,YES
Available,RPE-MTA-699-98,123084-008,INDIA,5.01,Marquise,F,VS1,,EX,EX,51500,-98.25,901.25,4515.26,IGI,561261991,Click Here,1.97,16.55 x 8.41 x 5.69,None,52.5,67.7,19,38.9,42,39.6,CVD,Click Here,Click Here,YES
Available,RPE-TE-A-654-75,225061-009,INDIA,4.51,Marquise,F,VS1,,EX,EX,35500,-99.11,315.95,1424.93,IGI,551293582,Click Here,1.88,15.66 x 8.33 x 5.68,None,53,68.2,18,37.8,44,40.2,CVD,Click Here,Click Here,YES
Available,1,1221887,INDIA,4.32,Marquise,H,VS2,,EX,EX,23500,-99,235,1015.2,IGI,581329315,Click Here,2.08,16.98 x 8.16 x 5.14,None,53,63,18.5,38.3,38.5,36.9,CVD,Click Here,Click Here,
Available,ADI19,55363A,INDIA,2.41,Marquise,K,VS1,EX,EX,EX,6800,-96.55,234.6,565.39,NC,,,2.21,14.71 x 6.66 x 4.03,None,61.67,59.08,13.5,35.79,36.03,36.85,CVD,Click Here,Click Here,YES
Available,ADI14,56142A,INDIA,1.7,Marquise,F,SI1,,EX,VG,8800,-98,176,299.2,IGI,582377127,Click Here,2.29,13.19 x 5.77 x 3.83,None,58,66.4,17.5,40.1,44.5,39.6,CVD,Click Here,Click Here,YES
Available,RPE 5201 174C,57549A,INDIA,1.5,Marquise,Fancy Vivid Pink,VS1,,EX,EX,0,0,450,675,IGI,591361853,Click Here,2.33,13.44 x 5.76 x 3.25,Slight,68,56.4,10.5,33.7,38.5,37.5,CVD,Click Here,Click Here,YES
Available,RPE 5201 174C,57528A,INDIA,1.1,Marquise,E,VVS2,,EX,EX,8700,-97.13,250.13,275.14,IGI,591374152,Click Here,1.97,10.73 x 5.46 x 3.23,None,62,59.2,13,34.7,41,38.8,CVD,Click Here,Click Here,YES
Available,RPE 09 131,59801A,INDIA,1.04,Marquise,E,VVS2,,EX,EX,8700,-97,261,271.44,IGI,598345109,Click Here,1.96,10.61 x 5.41 x 3.14,None,65,58,12,33.9,42,39.7,CVD,Click Here,Click Here,YES
Available,RPE 5201 174C,57587B,INDIA,1.03,Marquise,Fancy Vivid Pink,VS1,,EX,EX,0,0,400,412,IGI,593368659,Click Here,2.14,11.06 x 5.17 x 3.13,Slight,57,60.5,14.5,33.7,41,38.7,CVD,Click Here,Click Here,YES
Available,ADI19A,55938B,INDIA,1.01,Marquise,G,VS2,EX,EX,EX,6400,-96.53,222.08,224.3,NC,,,2.29,11.55 x 5.05 x 2.96,None,63.69,58.6,11.72,33.63,39.36,38.44,CVD,Click Here,Click Here,YES
Available,ADI19A,55935A,INDIA,1,Marquise,E,SI1,VG,VG,VG,5400,-97,162,162,NC,,,1.8,9.89 x 5.48 x 3.14,None,70.53,57.2,8.96,32.61,39.15,38.89,CVD,Click Here,Click Here,YES
Available,RPE 10 132,59837B,,1,Marquise,F,VVS2,,EX,VG,8000,-97,240,240,IGI,598351241,Click Here,2.16,10.51 x 4.86 x 3.15,None,62,64.8,14,36.9,44.5,39.4,CVD,Click Here,Click Here,YES
Available,RPE 5201 174,57351A,INDIA,1,Marquise,G,VS1,,EX,EX,7000,-97.28,190.4,190.4,IGI,591325124,Click Here,2.14,11.26 x 5.25 x 2.92,None,65,55.6,11,32.8,41,38,CVD,Click Here,Click Here,YES
Available,RPE 5201 174E,58374A,INDIA,1,Marquise,G,VS1,EX,EX,EX,7000,-97,210,210,POLISH,,,1.85,9.70 x 5.24 x 3.20,None,57.85,60.95,14.04,34.66,36.47,37.42,CVD,Click Here,Click Here,YES
Available,RPE 1339 259,57635A,INDIA,1,Marquise,H,VS1,VG,VG,VG,6000,-97,180,180,NC,,,1.01,9.59 x 9.53 x 5.80,None,60.16,60.64,0,35.4,0,40.61,CVD,Click Here,Click Here,YES
Available,NRF09,52817A,INDIA,0.94,Marquise,G,VS2,EX,EX,EX,4800,-97.45,122.4,115.06,NC,,,,*2.991,None,61.06,60.28,13.47,34.91,41.04,38.91,CVD,Click Here,Click Here,YES
Available,RP-KR-16B,17905,INDIA,0.73,Marquise,H,VS1,,EX,EX,3800,-93,266,194.18,IGI,549216060,Click Here,2.04,9.43 x 4.62 x 2.92,None,63,63.2,13.5,36.3,45,41,CVD,Click Here,Click Here,YES
Available,RPE 5201 174C,57538A,INDIA,0.72,Marquise,E,VS1,,EX,EX,4700,-92,376,270.72,IGI,593378950,Click Here,2.26,10.27 x 4.55 x 2.63,None,61,57.8,12.5,33.6,40.5,38,CVD,Click Here,Click Here,YES
Available,NRF09,53013A,INDIA,0.71,Marquise,G,VS1,EX,EX,EX,4200,-97.02,125.16,88.86,NC,,,,*2.935,None,61.54,60.79,12.58,33.54,41.29,40.32,CVD,Click Here,Click Here,YES
Available,NRT 01,53250B,INDIA,0.7,Marquise,E,VS1,,EX,EX,4700,-94,282,197.4,IGI,571324780,Click Here,2.23,10.29 x 4.61 x 2.71,None,58.5,58.8,14,34.3,41,38,CVD,Click Here,Click Here,YES
Available,ADI16,54322A,INDIA,0.63,Marquise,E,VVS2,,EX,EX,3200,-93.1,220.8,139.1,IGI,577382955,Click Here,2.27,9.44 x 4.15 x 2.73,None,56,65.8,15.5,35.5,45.5,40.3,CVD,Click Here,Click Here,YES
Available,NRF09,53030A,INDIA,0.61,Marquise,G,VS2,EX,EX,EX,2600,-95.19,125.06,76.29,NC,,,,*2.545,None,52.86,60.53,14.67,33.99,36.85,39.82,CVD,Click Here,Click Here,YES
Available,RP-KR-18,19169,INDIA,0.59,Marquise,F,VS1,,EX,EX,2900,-93.1,200.1,118.06,IGI,547264169,Click Here,2.12,8.90 x 4.19 x 2.81,None,64,67.1,12,34,49.5,43.4,CVD,Click Here,Click Here,YES
Available,RP-KR-18,19160,INDIA,0.53,Marquise,G,VS1,,EX,EX,2700,-93.11,186.03,98.6,IGI,550229715,Click Here,1.91,8.13 x 4.26 x 2.77,None,59,65,14,34.8,46.5,42.2,CVD,Click Here,Click Here,YES
Available,RPEMTA 687 100,123083-002B,INDIA,0.37,Marquise,E,VS1,EX,EX,EX,2000,-93.75,125,46.25,NC,,,,*2.256,None,60.76,58.68,12.04,31.7,39.64,40.69,CVD,Click Here,Click Here,YES
Available,RPE MT A 683 95,446049-005A,INDIA,4.5,Oval,F,VS2,,EX,EX,31500,-99,315,1417.5,IGI,569325322,Click Here,1.49,13.32 x 8.91 x 5.62,None,56.5,63.1,16.5,37,40.5,39,CVD,Click Here,Click Here,YES
Available,RPEMTA 688 97,135088-003A,INDIA,4.14,Oval,G,VS2,EX,EX,EX,27500,-99.05,261.25,1081.58,IGI,570333600,Click Here,1.45,13.01 x 8.95 x 5.63,None,59.5,62.9,14,35.2,44.5,40.9,CVD,Click Here,Click Here,YES
Available,ADI10,53431A-1,INDIA,4.09,Oval,I,VS1,,EX,EX,20500,-99.02,200.9,821.68,NC,,,,,,,,,,,,,,,
Available,RPEMTA 700 99,138076-003A,INDIA,4.06,Oval,G,VS2,,EX,VG,27500,-99.05,261.25,1060.68,IGI,563209641,Click Here,1.48,12.54 x 8.45 x 5.64,None,60,66.7,17.5,40.9,44,40.6,CVD,Click Here,Click Here,YES
Available,ADI11,53937A,INDIA,4.03,Oval,H,VS1,,EX,EX,26500,-98.9,291.5,1174.75,IGI,569306556,Click Here,1.35,12.30 x 9.08 x 5.61,None,61.5,61.8,15.5,39,41.5,40,CVD,Click Here,Click Here,YES
Available,ADI11,53900A,INDIA,4.02,Oval,K,VS2,EX,EX,EX,12300,-98.36,201.72,810.91,NC,,,1.36,11.77 x 8.67 x 5.66,None,58.6,64.35,16.14,38.17,40.89,39.47,CVD,Click Here,Click Here,YES
Available,RPE-MTA-688-97,131088-005,INDIA,4.01,Oval,G,VS2,,EX,EX,27500,-99.05,261.25,1047.61,IGI,561288226,Click Here,1.51,12.86 x 8.51 x 5.53,None,59,65,17,39.4,43,40.6,CVD,Click Here,Click Here,YES
Available,ADI11,53935A,INDIA,4.01,Oval,H,SI1,,EX,EX,19000,-98.9,209,838.09,IGI,574338629,Click Here,1.35,11.66 x 8.64 x 5.90,None,59,68.3,17,40.3,43,40.8,CVD,Click Here,Click Here,NO
Available,RPE-50-SG-114,51542,INDIA,4,Oval,E,VS1,,EX,VG,38500,-99,385,1540,IGI,553217245,Click Here,1.43,12.35 x 8.66 x 5.82,None,52,67.2,18.5,37.9,44.5,40.7,CVD,Click Here,Click Here,YES
Available,ADI11,53945A,INDIA,4,Oval,H,VS1,,EX,EX,26500,-99,265,1060,IGI,567350408,Click Here,1.36,12.04 x 8.85 x 5.80,None,57,65.5,16.5,37.2,44,40.4,CVD,Click Here,Click Here,YES
Available,ADI10,53458A,INDIA,3.67,Oval,H,VS1,,EX,EX,20000,-98.85,230,844.1,IGI,581329312,Click Here,1.35,11.82 x 8.76 x 5.51,None,59,62.9,16,37.5,42,39.5,CVD,Click Here,Click Here,YES
Available,ADI10,53387A,INDIA,3.51,Oval,H,VS2,EX,EX,EX,18000,-98.89,199.8,701.3,NC,,,1.44,11.91 x 8.27 x 5.26,None,59.5,63.58,16.33,39.13,41.17,39.9,CVD,Click Here,Click Here,YES
Available,ADI11,53905A,INDIA,3.16,Oval,H,VS2,,EX,EX,18000,-98.93,192.51,608.33,IGI,572338068,Click Here,1.36,11.25 x 8.30 x 5.44,None,64.5,65.5,15.5,40.9,47,42.6,CVD,Click Here,Click Here,YES
Available,ADI12,54189A,INDIA,3.03,Oval,H,VS1,,EX,EX,20000,-98.93,214,648.42,IGI,575399059,Click Here,1.35,10.93 x 8.09 x 5.24,None,59.5,64.8,17,40.7,43,39.7,CVD,Click Here,Click Here,YES
Available,ADI14,56087A,INDIA,3.03,Oval,I,VS1,,EX,EX,17000,-98.79,205.47,622.57,IGI,582351270,Click Here,1.47,11.77 x 8.00 x 5.00,None,61,62.5,13.5,34.4,44,40.8,CVD,Click Here,Click Here,YES
Available,ADI17,54892A,INDIA,3.02,Oval,I,VVS2,,EX,EX,18000,-98.65,243,733.86,IGI,574338628,Click Here,1.35,10.71 x 7.93 x 5.17,None,59.5,65.2,17,40.1,41,39.5,CVD,Click Here,Click Here,YES
Available,ADI12,54227A,INDIA,3.02,Oval,Fancy Vivid Blue,VS2,,EX,EX,0,0,400,1208,IGI,585335496,Click Here,1.46,11.85 x 8.10 x 4.84,None,63,59.8,12.5,34.5,42,39.6,CVD,Click Here,Click Here,YES
Available,ADI14,56216A,INDIA,3.01,Oval,G,VVS2,,EX,VG,25000,-98.7,325,978.25,IGI,582361753,Click Here,1.47,11.47 x 7.78 x 5.06,None,57,65,17,38.3,42.5,40.4,CVD,Click Here,Click Here,YES
Available,ADI12,54171A,INDIA,3.01,Oval,G,VS2,,EX,EX,20500,-98.9,225.5,678.76,IGI,582351274,Click Here,1.51,11.94 x 7.93 x 4.76,None,62,60,14,36.8,41.5,38.7,CVD,Click Here,Click Here,YES
Available,ADI12,54128A,INDIA,3.01,Oval,G,VS2,,EX,EX,20500,-98.93,220.38,663.33,IGI,577386309,Click Here,1.45,11.70 x 8.09 x 4.83,None,63.5,59.7,12.5,34.6,42,40,CVD,Click Here,Click Here,YES
Available,ADI11,53887A,INDIA,3.01,Oval,G,VS2,,EX,EX,20500,-98.93,220.38,663.33,IGI,589380585,Click Here,1.37,11.04 x 8.07 x 5.31,None,59,65.8,16.5,38.9,43.5,40.7,CVD,Click Here,Click Here,YES
Available,ADI10,53435A,INDIA,3.01,Oval,G,VS2,EX,EX,EX,20500,-98.7,266.5,802.17,IGI,567350400,Click Here,1.52,11.60 x 7.63 x 5.05,None,51,66.2,18,37,41.5,39.8,CVD,Click Here,Click Here,YES
Available,ADI12,54300A,INDIA,3.01,Oval,H,VS1,,EX,EX,20000,-98.93,214,644.14,IGI,579358243,Click Here,1.35,10.83 x 8.04 x 5.20,None,60,64.7,17.5,41.2,41.5,39.8,CVD,Click Here,Click Here,YES
Available,ADI11,53868A,INDIA,3.01,Oval,H,VS2,,EX,EX,18000,-98.93,192.51,579.46,IGI,570374802,Click Here,1.36,11.01 x 8.09 x 5.03,None,57.5,62.2,16.5,38.3,40,38.7,CVD,Click Here,Click Here,YES
Available,ADI17,54906A,INDIA,3,Oval,E,SI1,,EX,EX,21500,-98.85,247.25,741.75,IGI,572338070,Click Here,1.35,10.88 x 8.08 x 5.18,None,57,64.1,14.5,34.7,43,40.6,CVD,Click Here,Click Here,YES
Available,ADI12,54167A,INDIA,3,Oval,G,VS2,,EX,VG,20500,-98.85,235.75,707.25,IGI,585398534,Click Here,1.45,11.58 x 7.99 x 5.06,None,57,63.3,15.5,35.4,43,40.3,CVD,Click Here,Click Here,YES
Available,ADI17,54924A,INDIA,3,Oval,H,VVS2,,EX,EX,21500,-98.85,247.25,741.75,IGI,569306534,Click Here,1.36,10.94 x 8.02 x 5.19,None,54,64.7,17.5,37.7,42.5,40.5,CVD,Click Here,Click Here,YES
Available,ADI14,56014A,INDIA,3,Oval,H,VS1,,EX,EX,20000,-98.93,214,642,IGI,583397425,Click Here,1.5,11.93 x 7.95 x 4.64,None,67,58.4,12.5,37.5,41,39.3,CVD,Click Here,Click Here,YES
Available,ADI10,53384A,INDIA,3,Oval,H,VS2,,EX,EX,18000,-98.93,192.51,577.53,IGI,572351747,Click Here,1.35,10.70 x 7.92 x 5.06,None,61.5,63.9,15.5,38.5,40.5,38.8,CVD,Click Here,Click Here,YES
Available,ADI11,53930A,INDIA,3,Oval,H,VS2,,EX,EX,18000,-98.93,192.51,577.53,IGI,569306543,Click Here,1.36,10.75 x 7.92 x 5.04,None,64.5,63.6,14,38,40.5,39.1,CVD,Click Here,Click Here,YES
Available,ADI20,56482A,INDIA,3,Oval,H,VS2,,EX,VG,18000,-98.85,207,621,IGI,589302802,Click Here,1.44,11.66 x 8.08 x 4.98,None,56,61.6,16,36.1,42,39.3,CVD,Click Here,Click Here,YES
Available,RPE BH 119,55975A,INDIA,2.37,Oval,Fancy Vivid Blue,VS2,,EX,EX,0,0,317.71,752.97,IGI,585335492,Click Here,1.5,11.15 x 7.42 x 4.39,None,56,59.2,13.5,32,42,39.2,CVD,Click Here,Click Here,NO
Available,RPE 14 136,60338A,,2.13,Oval,E,VVS2,,EX,EX,19500,-97.9,409.5,872.24,IGI,598374501,Click Here,1.6,10.95 x 6.85 x 4.39,None,61,64.1,14.5,37.2,45.5,40.8,CVD,Click Here,Click Here,YES
Available,ADI12,54114A,INDIA,2.03,Oval,F,I2,VG,VG,VG,2800,-95.4,128.8,261.46,NC,,,1.43,10.01 x 7.01 x 4.38,None,62.56,62.54,13.78,37.04,42.82,39.74,CVD,,,YES
Available,RPE BH 119,55968A,INDIA,2.01,Oval,Fancy Vivid Blue,VVS2,,EX,EX,0,0,312.5,628.13,IGI,585335493,Click Here,1.61,10.98 x 6.84 x 4.13,None,58,60.4,14,33.7,40.5,35,CVD,Click Here,Click Here,YES
Available,RPE 07 129,R116536A,,2,Oval,E,VVS2,,EX,EX,19500,-95,975,1950,IGI,598390086,Click Here,1.44,9.93 x 6.88 x 4.48,None,62,65.1,15,38.1,45,40.8,CVD,,,YES
Available,RPE 07 129,R114467A,,2,Oval,E,VVS2,,EX,EX,19500,-95,975,1950,IGI,598390082,Click Here,1.44,9.95 x 6.92 x 4.45,None,61,64.3,15,38.1,44,40.7,CVD,,,YES
Available,ADI19B,56747A,INDIA,1.71,Oval,D,SI2,EX,EX,EX,7800,-97.43,200.46,342.79,NC,,,1.36,9.26 x 6.79 x 4.35,None,56.79,64.13,14.98,35.2,43.61,40.87,CVD,,,NO
